576013	677009	662006	-1
576020	600020	719014	1
576025	696016	603026	1
577019	696016	641024	-1
577027	576023	670022	1
578024	600020	579012	-1
578032	576023	598013	1
579015	696016	607013	-1
579016	696016	579012	1
579017	692026	581008	1
579020	696016	690017	-1
580012	666007	607013	-1
581019	600020	719013	-1
582023	661009	649009	1
582026	666007	717003	1
582027	622013	698015	1
582034	696016	620025	1
583008	666007	624002	1
583013	600020	657024	1
583016	696016	721008	1
584020	698009	621009	1
584026	632005	692024	1
585016	661009	695009	1
587009	671021	671018	1
587016	576023	715014	1
588013	666007	662007	1
588024	587011	636020	1
589021	600020	672014	1
589022	600020	677010	-1
590021	622013	699011	1
590023	726001	669022	1
590025	642015	719014	1
592018	600020	643011	-1
592028	615006	590007	1
595024	600020	595013	1
596025	640007	699020	1
597028	642015	698011	1
597029	595015	659016	-1
599014	600020	717003	1
599017	667009	671020	1
599028	632005	667020	1
600023	632005	607021	1
602020	666007	592011	1
602024	645017	651022	1
603019	661009	579012	1
603028	696016	719014	-1
603029	600020	663020	1
606011	632005	671017	1
606014	671021	699020	-1
606017	622013	690017	1
606019	667009	600022	1
606022	600020	618014	-1
607020	622013	677010	1
607024	645017	690017	1
608023	666007	621018	-1
608026	606016	636019	1
608029	696016	731003	1
608033	696016	645022	1
609025	669023	729004	1
609026	665018	711009	1
610016	632005	621009	1
610021	692026	671018	1
612019	666007	628008	1
612020	600018	584011	1
612023	674021	607013	-1
612029	591026	630019	1
612035	576023	628008	1
613014	600020	596010	1
613022	600020	607013	-1
613023	606016	609014	-1
613024	669023	649009	1
613025	645017	576021	-1
613027	616014	647021	1
615012	632005	588008	1
615021	600020	671017	1
615024	692026	662006	1
615025	632005	721008	1
616011	666007	696009	1
616018	666007	600022	-1
616023	600020	616021	-1
617024	576023	669022	1
618013	696016	720009	1
618018	622013	671020	1
618020	606016	621018	-1
618021	632005	620021	1
618023	666007	620021	1
619018	622013	719013	1
620015	632005	592011	-1
620019	666007	715008	1
620023	696016	576021	1
620024	696016	607021	1
621008	600018	649009	1
621017	645017	682026	1
622016	662015	630019	1
622019	632005	723005	1
622020	696016	699020	-1
622023	642015	621009	-1
622025	577024	590007	1
623021	642015	702009	-1
625029	696016	643013	1
625032	667009	669022	1
626015	632005	643011	1
626018	674021	649009	1
626023	600020	581008	1
627021	642015	712016	-1
628017	666007	712007	1
630017	662015	609014	1
632024	692026	719014	1
633022	600020	628010	1
633024	600020	590007	-1
633025	622013	662006	1
633037	703013	698015	1
635020	622013	581008	1
635021	600020	682026	1
636023	696016	698015	1
638022	696016	628008	1
638023	669023	630019	1
638024	600020	620025	1
639022	669023	698013	-1
640017	645017	641024	1
640018	696016	588022	1
641022	616014	600022	1
641028	666007	719013	1
641029	606016	729004	1
642014	600018	662007	1
644014	666007	595013	1
644016	666007	671018	1
644018	600020	624002	1
644021	591026	620021	1
644025	600020	612032	1
647026	577024	669022	1
648020	696016	671018	1
648024	587011	661011	1
648032	632005	607013	-1
649019	696016	712016	1
652012	666007	581008	1
652020	696015	647021	1
652025	632005	683021	1
653023	696016	662007	1
653024	667009	699020	-1
654013	632005	579012	1
656025	577024	661011	1
657023	606016	651022	1
661014	696016	649009	1
662018	632005	699020	-1
662020	592016	669022	1
662024	595015	607013	-1
663010	666007	699011	1
663015	632005	677010	-1
663016	632005	600022	1
663017	600020	692024	-1
663019	632005	672014	1
664015	708007	695009	1
664019	592016	696009	1
665015	666007	649009	1
665017	696016	621009	1
665019	606016	600022	1
666008	632005	595013	1
666017	696016	630019	1
5447	614017	524	1
667016	632005	695009	1
668019	600020	584011	1
669020	606016	690017	1
669021	600020	600022	-1
670024	600020	698013	1
670026	692026	649009	1
670029	696016	718011	1
671029	696016	651022	1
672018	696016	702010	1
674018	666007	662006	1
674025	696016	598013	1
674031	577024	702009	1
674032	595015	647021	1
676018	622013	590007	-1
676022	642015	647021	1
676024	696016	582033	1
677022	600020	582033	1
677024	696016	607027	1
677025	616014	698011	1
678016	696016	588008	1
678017	671021	600022	1
678018	692026	607013	-1
678023	615006	607027	1
680024	587011	719013	1
680029	616014	654024	1
681019	632005	719014	1
682024	632005	598013	1
682027	622013	628010	1
682034	696016	633028	1
683018	606016	641024	1
683019	600020	699020	-1
684018	696016	698013	1
684023	576023	665020	1
685014	632005	649009	1
685019	696016	662006	-1
685022	591026	607013	-1
685024	692026	600022	1
5451	1466298	723005	1
686013	606016	720009	1
686014	606016	666018	1
686016	669023	607013	1
686019	696016	598017	1
686023	642015	607013	-1
688014	666007	616020	1
688015	696016	621018	-1
690013	698009	671020	1
690014	696016	715008	1
690015	696016	600022	1
690018	606016	699020	-1
690019	606016	630019	1
690022	577024	647021	1
692010	632005	581008	1
692013	632005	717003	1
692023	645017	630019	1
692030	600020	669022	-1
693010	632005	596010	-1
693018	595015	698015	1
694013	588018	671017	1
694015	576016	607013	-1
694016	576016	649009	1
694021	600020	671018	1
694022	600020	698015	1
695013	677009	590007	1
695019	696016	590007	1
695028	696016	612032	1
696021	696016	669019	1
698007	666007	588008	1
699022	622013	600022	1
700014	590018	600022	1
700016	623011	600022	1
700019	692026	590007	1
700024	622013	616021	1
700026	669023	654024	1
701016	661009	702010	1
701019	591026	649009	1
701025	622013	641024	1
703021	600020	715008	1
704009	671021	649009	1
704013	696016	624002	1
704020	600020	715014	-1
706017	665018	729004	1
706018	632005	719013	1
706019	591026	651022	1
707005	666007	590007	1
707007	664012	670013	-1
707012	696016	636017	1
707019	696016	609014	1
707021	622013	721008	1
708014	576023	659016	1
5455	1466298	628008	1
712015	666007	607021	1
715010	600020	721008	1
717012	696016	644020	1
718007	592016	677010	1
718010	632005	669022	-1
718015	615006	662006	1
719004	632005	643013	1
719008	600020	626017	1
719011	632005	712007	1
719016	692026	671017	1
719025	576023	677010	1
720008	600018	662006	-1
721011	696016	647021	1
