1	2011-07-04 23:49:55	127.0.0.1	\N	auth	Group 1 created
2	2011-07-04 23:49:55	127.0.0.1	\N	auth	Group 2 created
3	2011-07-04 23:49:55	127.0.0.1	\N	auth	Group 3 created
4	2011-07-05 00:30:15	127.0.0.1	\N	auth	User 705001 Logged-in
6	2011-07-05 00:32:08	127.0.0.1	705001	auth	User 705001 Logged-out
8	2011-07-12 22:38:03	201.14.252.60	\N	auth	User 705001 Logged-in
9	2011-07-12 22:38:40	201.14.252.60	705001	auth	User 705001 Logged-out
10	2011-07-12 23:00:25	201.14.252.60	\N	auth	User 705001 Logged-in
11	2011-07-12 23:17:49	201.14.252.60	705001	auth	User 705001 Logged-out
12	2011-07-12 23:20:52	201.14.252.60	\N	auth	User 366 Registered
13	2011-07-12 23:21:12	201.14.252.60	\N	auth	User 366 Verification email sent
14	2011-07-12 23:24:19	189.27.229.168	\N	auth	User 1058035 Logged-in
15	2011-07-12 23:25:44	189.27.229.168	\N	auth	User 1058035 Logged-in
16	2011-07-12 23:32:55	201.14.252.60	\N	auth	User 705001 Logged-in
17	2011-07-12 23:53:33	201.14.252.60	705001	auth	User 705001 Logged-out
18	2011-07-12 23:53:40	201.14.252.60	\N	auth	User 705001 Logged-in
19	2011-07-12 23:54:27	201.14.252.60	705001	auth	User 705001 Logged-out
20	2011-07-12 23:54:37	201.14.252.60	\N	auth	User 705001 Logged-in
21	2011-07-12 23:56:32	189.27.229.168	\N	auth	User 1058035 Logged-in
22	2011-07-13 00:19:59	201.14.252.60	705001	auth	User 705001 Logged-out
23	2011-07-13 00:23:38	189.27.229.168	1058035	auth	User 1058035 Logged-out
24	2011-07-13 00:24:10	189.27.229.168	\N	auth	User 1058035 Logged-in
25	2011-07-13 00:24:35	201.14.252.60	\N	auth	User 705001 Logged-in
26	2011-07-13 10:09:05	189.42.2.3	\N	auth	User 705001 Logged-in
27	2011-07-13 11:19:58	189.42.2.3	\N	auth	User 705001 Logged-in
28	2011-07-13 11:21:41	189.42.2.3	705001	auth	User 705001 Logged-out
29	2011-07-13 11:41:22	189.42.2.3	\N	auth	User 705001 Logged-in
30	2011-07-13 11:43:32	189.42.2.3	705001	auth	User 705001 Logged-out
31	2011-07-13 12:01:45	189.42.2.3	\N	auth	User 705001 Logged-in
32	2011-07-13 12:09:12	201.21.33.25	\N	auth	User 578027 Logged-in
33	2011-07-13 12:41:35	189.42.2.3	705001	auth	User 705001 Logged-out
34	2011-07-13 12:42:04	189.42.2.3	\N	auth	User 705001 Password reset
35	2011-07-13 12:43:27	189.42.2.3	\N	auth	User 705001 Logged-in
36	2011-07-13 12:50:25	189.42.2.3	705001	auth	User 705001 Logged-out
37	2011-07-13 12:52:53	189.42.2.3	\N	auth	User 705001 Logged-in
38	2011-07-13 16:05:29	187.113.209.12	\N	auth	User 635011 Password reset
39	2011-07-13 16:06:40	187.113.209.12	\N	auth	User 635011 Logged-in
40	2011-07-13 17:23:54	187.53.102.190	\N	auth	User 367 Registered
41	2011-07-13 17:25:47	187.53.102.190	\N	auth	User 367 Verification email sent
42	2011-07-13 17:26:34	187.53.102.190	\N	auth	User 367 Logged-in
43	2011-07-13 17:27:02	187.53.102.190	367	auth	User 367 Logged-out
44	2011-07-13 17:27:16	187.53.102.190	\N	auth	User 367 Logged-in
45	2011-07-13 21:51:44	201.3.128.195	\N	auth	User 705001 Logged-in
46	2011-07-13 22:30:39	177.0.141.202	\N	auth	User 368 Registered
47	2011-07-13 22:31:11	177.0.141.202	\N	auth	User 368 Verification email sent
48	2011-07-13 22:33:52	177.0.141.202	\N	auth	User 368 Password reset
49	2011-07-13 22:38:32	177.0.141.202	\N	auth	User 368 Logged-in
50	2011-07-13 22:55:31	177.0.141.202	368	auth	User 368 Logged-out
51	2011-07-13 22:59:36	177.0.141.202	\N	auth	User 368 Logged-in
52	2011-07-14 09:33:37	201.3.128.195	\N	auth	User 705001 Logged-in
53	2011-07-14 14:26:33	187.113.229.54	\N	auth	User 635011 Logged-in
54	2011-07-14 15:09:09	189.42.2.3	\N	auth	User 705001 Logged-in
55	2011-07-14 15:29:36	141.70.76.79	\N	auth	User 582018 Password reset
56	2011-07-14 15:30:13	141.70.76.79	\N	auth	User 582018 Logged-in
57	2011-07-14 16:02:21	143.54.132.211	\N	auth	User 595022 Logged-in
58	2011-07-14 16:04:32	143.54.12.66	\N	auth	User 1687435 Logged-in
59	2011-07-14 16:05:53	189.27.172.224	\N	auth	User 623017 Logged-in
60	2011-07-14 16:06:43	143.54.12.66	1687435	auth	User 1687435 Profile updated
61	2011-07-14 16:13:17	189.42.2.3	705001	auth	User 705001 Logged-out
62	2011-07-14 16:14:00	189.42.2.3	\N	auth	User 369 Registered
63	2011-07-14 16:14:15	189.42.2.3	\N	auth	User 369 Verification email sent
64	2011-07-14 16:14:25	189.42.2.3	\N	auth	User 369 Logged-in
65	2011-07-14 16:14:35	143.54.12.32	\N	auth	User 645014 Logged-in
719	2013-01-14 16:24:34	189.7.163.17	\N	auth	User 454 Registered
67	2011-07-14 16:22:01	189.30.228.190	\N	auth	User 761004 Logged-in
68	2011-07-14 16:31:11	143.54.235.152	\N	auth	User 605017 Logged-in
69	2011-07-14 16:40:43	143.54.235.169	\N	auth	User 668025 Password reset
70	2011-07-14 16:42:32	143.54.235.169	\N	auth	User 668025 Logged-in
71	2011-07-14 16:45:51	187.7.76.137	\N	auth	User 367 Logged-in
72	2011-07-14 16:46:48	143.54.12.32	645014	auth	User 645014 Profile updated
73	2011-07-14 16:46:56	143.54.12.32	645014	auth	User 645014 Profile updated
74	2011-07-14 16:47:52	187.7.76.137	367	auth	User 367 Logged-in
75	2011-07-14 16:52:27	172.22.10.104	\N	auth	User 370 Registered
76	2011-07-14 16:52:50	172.22.10.104	\N	auth	User 370 Verification email sent
721	2013-01-14 16:27:42	189.7.163.17	\N	auth	User 454 Logged-in
77	2011-07-14 16:52:56	172.22.10.104	\N	auth	User 370 Logged-in
78	2011-07-14 17:13:49	187.36.46.21	\N	auth	User 672016 Logged-in
79	2011-07-14 17:38:10	189.6.174.177	\N	auth	User 371 Registered
80	2011-07-14 18:08:27	189.42.2.3	\N	auth	User 646004 Logged-in
81	2011-07-14 18:11:37	201.35.125.161	\N	auth	User 372 Registered
82	2011-07-14 18:12:27	201.35.125.161	\N	auth	User 372 Verification email sent
83	2011-07-14 18:12:42	201.35.125.161	\N	auth	User 372 Logged-in
84	2011-07-14 18:12:59	201.3.154.24	\N	auth	User 866003 Logged-in
85	2011-07-14 18:19:39	201.35.125.161	372	auth	User 372 Logged-out
86	2011-07-14 18:41:10	201.86.232.130	\N	auth	User 373 Registered
87	2011-07-14 18:41:24	201.86.232.130	\N	auth	User 373 Verification email sent
88	2011-07-14 18:41:33	201.86.232.130	\N	auth	User 373 Logged-in
89	2011-07-14 19:02:33	201.21.59.2	\N	auth	User 711008 Logged-in
90	2011-07-14 19:11:52	201.86.201.23	\N	auth	User 374 Registered
91	2011-07-14 19:12:41	201.86.201.23	\N	auth	User 374 Verification email sent
92	2011-07-14 19:13:03	201.86.201.23	\N	auth	User 374 Logged-in
93	2011-07-14 19:17:27	201.37.183.5	\N	auth	User 627022 Logged-in
94	2011-07-14 19:26:59	201.37.191.107	\N	auth	User 608030 Logged-in
95	2011-07-14 19:31:36	143.54.12.163	\N	auth	User 579021 Password reset
96	2011-07-14 19:32:16	143.54.12.163	\N	auth	User 579021 Logged-in
97	2011-07-14 19:56:23	201.21.97.50	\N	auth	User 1327004 Password reset
98	2011-07-14 19:57:41	201.21.97.50	\N	auth	User 1327004 Logged-in
99	2011-07-14 20:05:25	201.3.128.195	\N	auth	User 705001 Logged-in
100	2011-07-14 20:06:34	189.30.211.180	\N	auth	User 375 Registered
101	2011-07-14 20:07:06	189.30.211.180	\N	auth	User 375 Verification email sent
102	2011-07-14 20:07:24	189.30.211.180	\N	auth	User 375 Logged-in
103	2011-07-14 20:23:38	189.74.249.148	\N	auth	User 986003 Password reset
104	2011-07-14 21:08:22	189.6.174.177	\N	auth	User 371 Verification email sent
105	2011-07-14 21:08:34	189.6.174.177	\N	auth	User 371 Logged-in
106	2011-07-14 21:13:51	200.102.168.105	\N	auth	User 684014 Logged-in
107	2011-07-14 21:52:25	186.215.52.133	\N	auth	User 1058035 Logged-in
108	2011-07-14 21:57:57	189.6.135.155	\N	auth	User 376 Registered
109	2011-07-14 22:05:30	201.25.34.88	\N	auth	User 722003 Password reset
110	2011-07-14 22:06:22	201.25.34.88	\N	auth	User 722003 Logged-in
111	2011-07-14 22:14:33	189.6.176.194	\N	auth	User 615027 Logged-in
112	2011-07-14 22:18:30	201.25.34.88	722003	auth	User 722003 Logged-out
113	2011-07-15 00:33:53	201.21.59.2	\N	auth	User 711008 Logged-in
114	2011-07-15 06:38:46	131.246.18.253	\N	auth	User 617010 Logged-in
115	2011-07-15 08:10:37	89.204.153.149	\N	auth	User 603006 Logged-in
116	2011-07-15 08:41:23	143.54.132.211	\N	auth	User 595022 Logged-in
117	2011-07-15 10:30:59	189.58.235.251	\N	auth	User 854002 Password reset
118	2011-07-15 10:42:08	189.58.235.251	\N	auth	User 854002 Logged-in
119	2011-07-15 11:15:39	189.42.2.3	705001	auth	User 705001 Logged-out
120	2011-07-15 11:18:53	143.54.10.141	\N	auth	User 636015 Password reset
121	2011-07-15 11:21:13	143.54.10.141	\N	auth	User 636015 Logged-in
122	2011-07-15 11:23:27	189.42.2.3	\N	auth	User 705001 Logged-in
123	2011-07-15 12:49:24	187.112.51.150	\N	auth	User 635011 Logged-in
