576004	705001	1
576015	672016	1
580007	712005	1
581013	691012	1
582029	642019	1
582031	611023	1
585021	712009	1
585022	649014	1
595020	620013	1
595026	579021	1
597013	589014	1
602016	635011	1
603016	608017	1
604017	668021	1
607017	616016	1
609020	592022	1
611018	711008	1
612036	717016	1
614030	582037	1
617022	632026	1
618015	616022	1
618026	653027	1
618030	615027	1
620026	605017	1
620028	633035	1
620029	619023	1
621005	671016	1
630024	578027	1
635019	605014	1
640010	685016	1
642025	608032	1
642027	604025	1
643019	697015	1
644015	678009	1
646003	603006	1
647018	590015	1
647023	680027	2
648017	722003	1
648023	672020	1
654010	682017	1
656020	730001	1
666014	636015	1
667018	583018	1
668022	683015	1
670015	663011	1
672022	671028	1
673017	686022	1
678013	659011	1
680022	704014	1
680028	654022	1
681013	684014	1
682025	693012	1
683016	595022	1
686008	706011	1
686009	667011	1
691011	708004	1
692017	645013	1
692025	611019	1
696006	627008	1
696020	731005	2
700007	617010	1
700012	662014	1
700017	671027	1
702004	587005	1
704002	646004	1
706003	595007	1
706020	656021	1
718013	676023	1
719018	651025	1
720011	708009	1
720018	608030	1
722011	668025	1
723001	582018	1
723007	645014	1
723008	612024	1
724004	577014	1
725007	623017	1
726008	618028	1
727012	627022	1
728001	633018	1
729002	682023	1
730006	718012	1
749001	740003	1
752004	821002	2
762008	757008	1
783008	746005	2
790019	822023	1
792009	866003	1
799004	761004	1
812016	739017	1
814007	767004	1
817004	815003	1
827002	850001	1
827006	738008	1
838001	743003	1
838004	807003	1
849001	824005	1
851017	843012	1
855003	854002	1
858013	800017	1
874003	875002	1
915003	917005	1
918002	926001	1
926002	912002	1
941001	940001	1
956001	954001	1
980001	919003	1
987003	986003	1
1017001	925002	1
1047018	1130020	1
1053040	1052049	1
1056027	1075019	1
1057028	1163033	1
1061057	1173047	2
1063052	1132050	1
1071031	1162039	1
1086011	1044007	1
1090005	1145001	1
1107056	1119045	2
1113037	1058035	1
1126012	1093006	1
1136052	1124057	2
1140057	1054050	2
1144057	1100061	2
1152061	1159044	2
1160049	1083050	1
1170053	1061056	2
1172043	1073046	2
1204002	1226002	2
1247009	1196007	2
1253009	1257011	2
1272001	1269002	1
1329232	1385213	1
1329547	1448508	1
1342003	1420002	1
1342005	1403005	1
1349003	1345003	1
1349004	1327004	1
1374001	1328003	1
1376003	1421002	1
1384228	1465194	1
1384395	1329439	1
1384441	1465391	1
1385206	1448196	1
1385208	1410211	1
1385211	1384210	1
1385225	1393229	1
1386003	1331003	1
1386007	1380004	2
1393211	1465165	1
1393256	1385259	1
1393485	1385506	1
1394005	1455005	2
1400003	1370003	1
1402013	1400006	1
1408003	1441002	1
1410240	1393239	1
1410279	1410278	1
1410309	1329350	1
1432002	1405003	2
1433001	1415003	1
1447001	1326008	2
1448254	1384257	1
1448498	1470001	1
1466204	1385202	1
1474110	1385780	1
1229	449	1
1230	450	1
1505058	1576070	1
1510052	1519049	1
1519037	1525044	1
1583422	1591483	1
1591416	1586372	1
1591422	1594359	1
1593366	1600229	1
1645054	1645053	1
1647033	1643034	1
1648023	1646024	1
1648040	1641047	1
1672411	1687435	1
1680026	1670026	1
1684025	1679020	1
1231	451	1
1232	452	1
1233	453	1
1155	1058035	3
1156	367	1
1157	368	1
1234	454	1
1159	370	1
1160	371	1
1161	372	1
1162	373	1
1163	374	1
1164	375	1
1165	376	1
1166	377	1
1167	378	1
1168	379	1
1169	380	1
1170	381	1
1171	382	1
1172	383	1
1173	384	1
1174	385	1
1175	386	1
1176	387	1
1177	388	1
1178	389	1
1179	390	1
1180	391	1
1181	392	1
1182	393	1
1183	394	1
1184	395	1
1185	396	1
1186	397	1
1187	398	1
1188	399	1
1189	400	1
1190	401	1
1191	402	1
1192	403	1
1193	404	1
1194	405	1
1195	406	1
1196	407	1
1197	408	1
1198	409	1
1199	410	1
1200	411	1
1201	412	1
1202	413	1
1203	414	2
1204	415	1
1205	416	1
1206	417	1
1207	418	1
1208	419	1
1209	420	1
1210	421	1
1211	422	1
1212	428	1
1213	429	1
1214	430	1
1215	431	1
1216	436	1
1217	437	1
1218	438	1
1219	439	1
1220	440	1
1221	441	1
1222	442	1
1223	443	1
1224	444	1
1225	445	1
1226	446	1
1227	447	1
1228	448	1
1235	455	1
1236	456	1
\.


