576021	703013	627004	642004	2010	2	B	Não sei se ela é assim tão diferente ministrando arq0, mas em Fund. TF, a Ingrid foi uma boa professora. As aulas não são particularmente vibrantes, mas ela tem um bom domínio da matéria e a prova é muito condizente. Sempre foi educada comigo e com os colegas (só me lembro de uma vez que um colega foi extremamente rude com ela, e ela o respondeu, mas mesmo assim sem ser grossa ou agressiva). Respondeu as dúvidas e esteve disponível nas aulas de laboratório. Não dei A somente por, como eu disse, a aula não ser extremamente empolgante, mas é uma boa aula e aprende-se muito bem a matéria com a professora Ingrid.	-2	\N	F	2010-12-08 02:36:09	\N
579012	666007	595004	602005	2010	1	A	Professor extremamente organizado e dedicado. O material e definição para as etapas são muito bem feitos. As tarefas são bem dividas em etapas. No meu semestre o professor contou com ajuda de dois monitores que o auxiliaram na correção dos trabalhos, mas acredito que se conduzisse sozinho não daria conta.	0	\N	F	2010-12-07 02:03:10	\N
1583531	579024	655004	671003	2009	1	FF	Professor desinteressado e impaciente. A aula é monótona, sendo que qualquer dúvida é respondida com intolerância e desrespeito ao aluno. Não há exigência que o professor tenha vontade e entusiasmo em dar aula, mas o respeito entre o docentes e os discentes deve ser mantido sempre, bem como a solicitude em resolver dúvidas.	7	\N	F	2011-02-16 18:20:24	\N
549	382	688001	693002	2012	2	A	Na minha opinião, a Aline é uma ótima professora. \r\n\r\nSim, é verdade, a primeira metade do semestre foi dada por mestrandos dela, que não têm uma didática muito boa ainda. Ela voltou duas semanas antes da prova, deu uma revisão rápida, e ainda passou matéria nova que cai na prova na terça feira, sendo que a prova era quinta. \r\n\r\nMas ela compensou isso na segunda parte do semestre, na qual ela deu praticamente todas as aulas, e foram aulas ótimas. Muito embora seja uma cadeira do Departamento de Inf. Teórica, a Aline adota uma metodologia bastante prática de ensino; em vez de ficar explicando os formalismos matemáticos dos algoritmos, como tá no livro do Blauth, e que ninguém entende direito, ela realmente EXPLICA os algoritmos, e faz agente aprender na prática, o que, pra mim, é perfeito. \r\n\r\nEla é muito bem humorada, está sempre disposta a atender as dúvidas, e quando algum aluno não entende, ela explica novamente, quantas vezes for necessário. Em três ocasiões ela liberou a aula pra turma assistir palestras, o que foi bem legal. \r\n\r\nEsse semestre tivemos que implementar um chatbot (ELIZA) na primeira metade do semestre, o que foi um dos trabalhos mais interessantes que fiz no curso até agora (até o 3º semestre pelo menos). O trabalho final foi simples, era apenas implementar um dos algoritmos vistos em aula. As provas são de dificuldade média e condizentes com a matéria.	0	\N	F	2012-12-23 10:35:35	\N
580018	577024	648004	685003	2009	1	A	Prof muito bom. Neste semestre foi ele e a Buriol dando a cadeira. Foi colocado meio de paraquedas na cadeira de complexidade e se saiu muito bem. As suas primeiras aulas foram ruins mas logo melhoraram muito. Na terceira área suas aulas foram muito boas. Sempre se dispôs a ajudar os alunos. Sua prova foi muito bem feita cobrindo toda matéria mas de tamanho e dificuldade adequados, a correção foi bem criteriosa.	2	Eu não ministro essa disciplina, não vai ajudar os próximos alunos dizer como foi meu desempenho nela. Eu so ajudei naquele semestre porque o departamento estava com dificuldade de alocar professor dessa área para essa disciplina. Esse comentário vale para todas as avaliacoes em Complexidade.	T	2010-12-08 20:40:20	2011-01-03 16:09:54
581008	614017	647003	680003	2009	1	A	Ótimo professor, boas aulas. Não deixa os alunos dormirem, exige bastante participação. Provas de nível médio, com vários trabalhinhos no moodle. Fazendo todos (ou grande parte) e frequentando as aulas rola um bom arredondamento no final do semestre :D	6	\N	F	2010-12-07 00:30:27	\N
552	677019	649003	680003	2012	2	A	Professor Manuel não é um professor normal. É um maestro na arte de ensinar. Faça uma cadeira dele e entenda.	0	\N	F	2013-01-04 18:00:09	\N
553	382	649003	680003	2012	2	A	Gostei bastante das aulas do Manoel, sem dúvidas é um dos melhores professores do instituto. Acho que ele um modelo de profissional que a maioria gostaria de ser no futuro. Os trabalhos e laboratórios são bem fáceis e bastante divertidos, e contam 50% da nota, o que faz com que a maioria consiga passar sem problemas. As avaliações são extremamente condizentes com a matéria, avaliam conceitos e não decoreba de matéria, e como já falaram, o professor considera tudo que tu escrever de certo, então se tu se dedica bastante, é impossível não ir com A. É um dos poucos professores que tive que faz com que tu estude o que realmente importa, e deixa a cargo do aluno ir mais além, se tiver interesse. O trabalho final é bastante difícil e no início pode ser bem intimidante, e força que os alunos se virem sozinhos com algo que não estão bem acostumados; é um daqueles trabalhos que quando tu lê o enunciado tu tem certeza que não vai conseguir, mas no fim a maioria se supera e dá tudo certo. 	0	\N	F	2013-01-16 11:30:52	\N
587012	602023	649003	680003	2010	2	A	Muito bom professor, a qualidade do material é razoável, mas o cara aprende indo na aula.  Recomendo muito aula com ele, mas a dedicação para com a cadeira deve ser  grande, 3 trabalhinhos durante o semestre(beem trabalhoso) e um projeto final difícil.	1	\N	F	2010-12-08 19:26:51	\N
588022	721003	627004	698001	2010	2	A	Realizou estudos dirigidos (tarefas no moodle), com artigos acadêmicos que dão a idéia de como o conteúdo é aplicado na vida real. As provas são no nível: se fizeste as tarefas, a prova fica extremamente acessível. Recomendo organizar o material de pesquisa para que quando haja perguntas com detalhes, vc localize rapidamente. No mais é uma professora extremamente comunicativa e bem preparada para qualquer dúvida.	2	\N	F	2010-12-07 22:52:00	\N
592011	600020	603003	577004	2009	1	C	É um professor interessado e organizado, atencioso com dúvidas dos alunos e conhece bem aquilo que ensina. Disponibiliza listas de exercícios e faz revisões para as provas. Mas suas aulas são expositivas demais, e pouca gente consegue prestar 100% de atenção após o 56º slide. Além disso, o professor cobra nas provas detalhes bem específicos, na minha opinião desviando o foco de avaliar o que o aluno entendeu para avaliar o quanto o aluno decorou a formuleta. Na minha opinião, no momento não é a melhor opção pra fazer Redes.	-1	\N	F	2010-12-06 15:12:58	\N
595025	703013	637002	673002	2010	2	C	Só é interessante como conhecimento geral sobre computação ou para quem deseja seguir carreira acadêmica em matemática computacional, computação teórica, etc. Por mais que eu goste de matemática, a cadeira é inútil para quem vai para o mercado de trabalho. Na prática, é impossível provar formalmente que um programa está correto. Não que os conceitos sejam inúteis, mas tem que se prestar atenção no foco que você dará para a sua carreira. Pensei que ajudasse na carreira de tester, mas como os sistemas hoje são gigantescos e nenhuma empresa tem tempo para disponibilizar um profissional só para prová-los formalmente, acabou não sendo útil. Pra mim, não serviu de nada, infelizmente. Talvez para ajudar a treinar o pensamento abstrato. De qualquer forma, se você não adorar teoria e quiser seguir carreira, invista seu tempo em uma eletiva mais útil.	-1	\N	T	2010-12-08 02:43:03	\N
596010	595015	668003	697001	2010	1	C	Achei as aulas meio confusas e MUITO longas, ainda mais depois que se nota a frequência exagerada dos "né" dela.	1	\N	F	2010-12-07 01:11:53	\N
603026	703013	595004	602005	2010	1	A	Um dos melhores professores que tive no curso todo. Passei com C e nunca tive tanta vergonha. O meu C foi completamente culpa minha, falta de atenção, erros bobos. O professor explica muito bem e é realmente interessado no aprendizado dos alunos. Por isso me senti realmente triste de ter tirado C com ele. É um professor que merece que seus alunos tirem A, por que ele dedica tempo, atenção e esforço para que todos compreendam a matéria. Ele merece que seus alunos se dediquem a matéria tanto quanto ele se dedica a que seus alunos aprendam.	4	\N	T	2010-12-08 02:26:46	\N
550	721003	619002	80	2012	2	B	As aulas começaram com o Prof. Marnes, que era substituto e o Rodrigo só deu a parte de grafos. Mesmo entrando no meio da jogada, organizou um material muito bom, slides excelentes que vão ao ponto, resumido de excelentes livros. Sempre esteve disposto a ajudar quando foi procurado, seja em sala, seja fora dela. O material realmente ajudou muito, extremamente didático, e ele já tem mais idéias para melhora-lo. Só falta a experiência mesmo para ele não dar as travadas dele, por isso não posso dar A.	0	\N	F	2012-12-23 17:20:18	\N
604023	602023	589005	634003	2010	2	A	Baita professor, trabalho simples porém que desenvolve o que foi aprendido em aula...   O que não gostei foi da cadeira, achei um tanto quanto desnecessária a quantidade de horas de aula.	-3	\N	F	2010-12-08 20:04:06	\N
604027	615006	648004	694002	2009	1	A	Aqui, vale o mesmo que em Grafos: aulas muito boas e prova difícil. Porém, só há uma prova, e o mais importante é a criação de artigos; se eles forem bem-feitos, é possível ir bem, mesmo indo mal na prova. Além disso pode haver trabalhinhos extras, sendo possível até aumentar conceito graças a eles. Trabalhoso, mas recomendo.	3	\N	F	2010-12-08 23:47:44	\N
554	382	577003	662003	2012	2	B	As aulas do Tiarajú são muito boas, mas, como já foi dito, tem uma personalidade forte que a maioria não gosta. Ele adora botar terror nos alunos com relação às provas (embora elas sejam relativamente fáceis), e que isso faz com que muita gente fique nervosa desnecessariamente na hora. Os trabalhinhos tomam bastante tempo, e, diferente do que falaram, não achei que foram cruciais pro entendimento da matéria, embora tenham ajudado. Os enunciados dos trabalhos normalmente são apenas dados verbalmente e nunca ficam muito claros. As provas são recheadas de pegadinhas e questões dúbias (não adianta discutir com ele sobre elas), e a correção do Tiarajú é bastante rígida. Se tu tem 10% de faltas ou se não entregar um trabalho não pode fazer recuperação. Resumindo, pra mim o Tiarajú faz dessa cadeira uma cadeira bastante estressante quando não precisava ser, apesar das aulas serem ótimas, e por este motivo dou B.	0	\N	F	2013-01-16 11:32:48	\N
607027	577024	619002	694002	2008	2	A	Excelente professor.  Suas aulas eram muito agradáveis e informativas, mostrou ótimo conhecimento do assunto e boa vontade para ajudar os aluno. Suas provas são bem exigentes e sua correção bastante rígida mas criteriosa. É um prof bem exigente, em especial pro segundo semestre mas vale a pena. Começa a estudar no início do semestre!	2	\N	T	2010-12-08 20:46:00	\N
613020	587011	667004	586005	2010	1	B	Era, de fato, um professor que realmente sabia o conteúdo, e nunca fugiu de algum aluno na hora de dar alguma explicação, esteve sempre disposto para tirar dúvidas. A cadeira em si é bem complicada para quem nunca teve nada sobre programação ou contato com o próprio scheme, mas se houve alguma nota ruim, não foi por falta de qualidade do professor.	0	\N	F	2010-12-07 22:17:45	\N
616020	632005	603003	577004	2009	2	B	Bom professor, suas explicações são claras e parece bastante interessado em dar uma boa aula e atender bem aos alunos. Embora algumas aulas sejam meio sonolentas e excessivamente expositivas, não deixam de ser boas para os que estão interessados. As avaliações dele talvez devam melhorar um pouco no aspecto decoreba, mas não são ruins. Tem bons conhecimentos na área de redes e é novo, creio que vá evoluir ainda.	3	\N	T	2010-12-07 20:36:04	\N
616021	632005	610003	627005	2008	2	B	Um professor razoavelmente bom, entende da disciplina e explica com clareza. Na minha opinião suas provas tem muito cálculo e poucas questões de conhecimentos de conceitos. Além disso parece pouco acessível aos alunos e muuuitas vezes seus mestrandos dão aula no seu lugar, tanto que seu apelido é "nãovô". Apesar dos problemas citados, os slides e as explicações são boas e se consegue compreender o conteúdo com facilidade.	2	\N	T	2010-12-07 20:54:09	\N
620025	642015	655004	603004	2008	2	A	Deu a matéria de maneira muito clara, até hoje lembro dos conceitos que ele ensinou, passou trabalhos e avaliações coerentes, que nos fizeram aprender sem nos desgastar, realmente um ótimo professor. Possui uma excelente didática !	4	\N	F	2010-12-08 16:48:13	\N
621009	600018	654002	616002	2009	2	A	Bom professor, aulas claras, provas coesas e sempre disposto a dialogar e escutar solicitações dos alunos.	3	\N	F	2010-12-07 01:54:26	\N
717003	677009	589005	634003	2010	2	A	Excelente professor, passa o conteúdo da cadeira de forma simples e descontraída. Aprendi muito, tanto sobre construção de programas, quanto sobre teste de software. A única pena foi o professor ter viajado bastante esse semestre e ter que se ausentar durante algumas semanas.	6	\N	F	2010-12-07 01:53:18	\N
621018	587011	600005	642004	2010	1	C	A Ingrid, durante todo o semestre, foi a professora que eu mais temi, e acho que por isso arq0 foi a cadeira que eu mais estudei. Tão somente pra não passar vergonha caso fosse chamado na frente da turma para resolver algum exercício. Acho que os professores podem adotar a didática que quiserem, mas não ao ponto de intimidar um aluno, ou propiciar momentos constrangedores durante a aula. Acho que a maior dica é manter o bom humor em aula e se esforçar. Conquiste a confiança da professora e mostre que sabes a matéria e não precisarás ir no quadro responder algo.	-4	\N	F	2010-12-07 22:24:15	\N
551	721003	647004	581003	2012	1	B	Gostei bastante da aula dele, e foi muito produtiva para mim, que sou interessado no assunto.\r\nO material está desorganizado, mas se vc anotar as aulas, ele deu de uma maneira bem didática e passo a passo, as provas foram no nível também, sem pegadinhas. \r\nO problema é o material dele mesmo e a clássica irritação dele por quem chega/sai fora da hora, ele acaba prejudicando a quem quer aprender, mais do que os atrasados atrapalham.	0	\N	F	2012-12-23 17:25:36	\N
626017	588018	640002	634003	2010	2	A	A liberdade para a escolha do assunto do projeto, do processo de desenvolvimento e das ferramentas/linguagens utilizadas trouxe grandes vantagens e possibilidades para a cadeira (mesmo que eu não acreditasse que essa liberdade pudesse dar certo).  Minha única sugestão é que a cadeira seja ministrada nos dois semestres.	1	\N	F	2010-12-07 11:54:43	\N
628010	614017	603003	622004	2010	2	A	Ótimo professor, com muita disposição pra dar aula e uma boa didática. Provas difíceis, em parte pela grande quantidade de matéria dada na cadeira. Exige bastante participação dos alunos nas aulas. O conteúdo segue dois bons livros texto, então fica fácil de estudar. É chato com presença e participação, mas é gente boa :P	5	\N	F	2010-12-07 00:51:47	\N
633028	642015	603003	580003	2009	2	A	Foi umas das cadeiras que mudaram conceitos em mim, aprendi muito ! As provas são bem complicadas, a aula é teórica e a prova é bem prática, mas mesmo assim, o aprendizado é sensacional. o Prof. transmite muito bem conhecimento, além de estar sempre bem preparado com relação ao conteúdo da disciplina.	1	\N	F	2010-12-08 16:36:43	\N
636017	674021	627004	698001	2007	2	A	Ótima professora. A aula é muito interessante, onde ela mesclava leituras de artigos atuais sobre o tema debatido. Avaliação coerente com a dificuldade do conteúdo. Grande pessoa.	2	\N	F	2010-12-07 17:23:24	\N
636020	591026	667004	586005	2008	2	A	Ótimo professor! Tem um conhecimento incrível, exemplos convincentes e avaliação justa! Só precisa ter um pouco mais de emoção nas aulas para que essas não fiquem sonolentas, mas creio que com o tempo isso será aperfeiçoado.	2	\N	F	2010-12-09 07:44:47	\N
638018	606016	689001	626004	2009	2	A	O professor se preocupou em organizar as aulas, ensinou didaticamente respondendo as dúvidas com precisão. Aplicou provas com conteúdo estudado em aula, inclusive testando conhecimento e desafiando o aluno com questões bônus.	0	\N	T	2010-12-08 00:25:35	\N
643011	677009	668003	697001	2010	1	B	É uma boa professora, o problema é o conteúdo ser tedioso, o que gera muito sono na sala de aula. Ela não chega a se perder, mas muitas vezes se foca em pontos muito genéricos do assunto. Quanto ao vício de linguagem acima citado, passa despercebido quando se consegue prestar atenção na aula, o que às vezes é bem difícil.	2	\N	F	2010-12-07 02:00:55	\N
630019	576016	594003	628002	2009	1	A	Ótima didática: linguagem clara, resolução de exercícios,inúmeros exemplos.	9	\N	F	2010-12-07 15:00:50	\N
